anno,semestre,anno_semestre,facultad,proyecto,nivel,modalidad,inscritos,admitidos,primiparos,matriculados,egresados,graduados,retirados
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN GESTION DE LA PRODUCCION INDUSTRIAL,PREGRADO,TECNOLOGIA,968,152,124,961,204,32,14
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN MECANICA INDUSTRIAL,PREGRADO,TECNOLOGIA,629,118,103,762,210,21,172
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN SISTEMAS ELECTRICOS DE MEDIA Y BAJA TENSION,PREGRADO,TECNOLOGIA,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN SISTEMATIZACION DE DATOS,PREGRADO,TECNOLOGIA,532,140,122,858,307,23,20
2011,1,01/01/2011 12:00:00 AM,VICERRECTORIA ACADEMICA,NO_REGISTRA,POSGRADO,PROYECTO ACADEMICO,,,,,,,
2011,1,01/01/2011 12:00:00 AM,VICERRECTORIA CONVENIOS,ARTES ESCENICAS,PREGRADO,ARTES,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTE DANZARIO,PREGRADO,ARTES,107,25,25,26,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTES ESCENICAS,PREGRADO,ARTES,252,94,93,313,29,37,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTES MUSICALES,PREGRADO,ARTES,154,36,36,535,37,19,5
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTES PLASTICAS Y VISUALES,PREGRADO,ARTES,282,40,35,437,68,40,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE ARTES-ASAB,ESPECIALIZACION EN VOZ ESCENICA,POSGRADO,ARTES,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE ARTES-ASAB,MAESTRIA EN ESTUDIOS ARTISTICOS,POSGRADO,MAESTRIA,1,24,25,24,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,DOCTORADO EN ESTUDIOS SOCIALES,POSGRADO,DOCTORADO,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,DOCTORADO INTERINSTITUCIONAL EN EDUCACION,POSGRADO,DOCTORADO,,,1,,1,1,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN CIENCIAS DE LA EDUCACION CON ENFASIS EN PSICOLINGUISTICA,POSGRADO,ESPECIALIZACION,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN DESARROLLO HUMANO CON ENFASIS EN PROCESOS AFECTIVOS Y CREATIVIDAD,POSGRADO,ESPECIALIZACION,,39,25,52,3,3,15
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION EN TECNOLOGIA,POSGRADO,ESPECIALIZACION,,46,24,46,8,1,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION MATEMATICA,POSGRADO,ESPECIALIZACION,,13,17,27,14,14,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION PEDAGOGIA Y GESTION AMBIENTAL,POSGRADO,ESPECIALIZACION,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION SEXUAL,POSGRADO,ESPECIALIZACION,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION Y GESTION AMBIENTAL,POSGRADO,ESPECIALIZACION,,23,10,38,6,19,3
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN GERENCIA DE PROYECTOS EDUCATIVOS INSTITUCIONALES,POSGRADO,ESPECIALIZACION,,45,25,51,36,14,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,"ESPECIALIZACION EN INFANCIA, CULTURA Y DESARROLLO",POSGRADO,ESPECIALIZACION,,33,21,33,27,7,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN LENGUAJE Y PEDAGOGIA DE PROYECTOS,POSGRADO,ESPECIALIZACION,,,,,1,1,1
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN METODOLOGIA Y APRENDIZAJE DEL ESPANOL COMO LENGUA MATERNA,POSGRADO,ESPECIALIZACION,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN PEDAGOGIA DE LA COMUNICACION Y MEDIOS INTERACTIVOS,POSGRADO,ESPECIALIZACION,,10,,10,,1,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN BIOLOGIA,PREGRADO,LICENCIATURA,260,103,78,843,165,33,7
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,PREGRADO,LICENCIATURA,446,100,86,753,196,32,1
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN EDUCACION ARTISTICA,PREGRADO,LICENCIATURA,204,104,96,676,13,51,3
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN EDUCACION PRIMARIA,PREGRADO,LICENCIATURA,,,,,5,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN FISICA,PREGRADO,LICENCIATURA,105,89,53,673,116,22,28
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA  EN HUMANIDADES Y LENGUA CASTELLANA,PREGRADO,LICENCIATURA,191,87,78,739,139,27,4
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS  EN INGLES,PREGRADO,LICENCIATURA,527,96,75,760,160,33,8
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN LENGUAS MODERNAS ESPANOL E INGLES,PREGRADO,LICENCIATURA,,,,8,14,1,2
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN LINGUISTICA Y LITERATURA,PREGRADO,LICENCIATURA,,,,8,12,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN MATEMATICAS,PREGRADO,LICENCIATURA,68,38,33,552,161,39,7
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN PEDAGOGIA INFANTIL,PREGRADO,LICENCIATURA,311,83,69,747,289,46,10
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN QUIMICA,PREGRADO,LICENCIATURA,176,102,80,634,137,31,7
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRA EN INFANCIA Y CULTURA,POSGRADO,MAESTRIA,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN COMUNICACION -  EDUCACION,POSGRADO,MAESTRIA,,50,,85,9,18,1
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN EDUCACION,POSGRADO,MAESTRIA,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN EDUCACION EN TECNOLOGIA,POSGRADO,MAESTRIA,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN INVESTIGACION SOCIAL INTERDISCIPLINARIA,POSGRADO,MAESTRIA,,36,,91,2,25,6
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN LINGUISTICA APLICADA A LA ENSENANZA DEL INGLES,POSGRADO,MAESTRIA,,16,,33,2,11,1
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN PEDAGOGIA DE LA LENGUA MATERNA,POSGRADO,MAESTRIA,,17,,31,13,10,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MATEMATICAS,PREGRADO,LICENCIATURA,174,102,74,399,18,5,9
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,NO_REGISTRA,POSGRADO,PROYECTO ACADEMICO,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,DOCTORADO EN INGENIERIA,POSGRADO,DOCTORADO,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN AVALUOS,POSGRADO,ESPECIALIZACION,,21,16,35,13,,5
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN BIOINGENIERIA,POSGRADO,ESPECIALIZACION,,18,10,20,,8,3
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN GESTION DE PROYECTOS DE INGENIERIA,POSGRADO,ESPECIALIZACION,,104,65,105,,55,10
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,"ESPECIALIZACION EN HIGIENE, SEGURIDAD Y SALUD EN EL TRABAJO",POSGRADO,ESPECIALIZACION,,109,60,115,,44,28
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN INFORMATICA Y AUTOMATICA INDUSTRIAL,POSGRADO,ESPECIALIZACION,,21,21,27,6,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN INGENIERIA DE PRODUCCION Y LOGISTICA,POSGRADO,ESPECIALIZACION,,28,20,29,,6,12
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN INGENIERIA DE SOFTWARE,POSGRADO,ESPECIALIZACION,,95,50,96,,45,10
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN PROYECTOS INFORMATICOS,POSGRADO,ESPECIALIZACION,,80,50,81,3,40,11
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN SISTEMAS DE INFORMACION GEOGRAFICA,POSGRADO,ESPECIALIZACION,,62,34,64,4,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN TELECOMUNICACIONES MOVILES,POSGRADO,ESPECIALIZACION,,23,15,25,2,16,4
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN TELEINFORMATICA,POSGRADO,ESPECIALIZACION,,32,25,37,,15,15
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA CATASTRAL Y GEODESIA,PREGRADO,INGENIERIA,335,147,116,1275,227,25,8
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA DE SISTEMAS,PREGRADO,INGENIERIA,786,138,119,1414,224,61,10
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA ELECTRICA,PREGRADO,INGENIERIA,279,102,69,750,98,2,3
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA ELECTRONICA,PREGRADO,INGENIERIA,524,143,143,1440,285,40,7
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA INDUSTRIAL,PREGRADO,INGENIERIA,1253,152,117,1323,261,33,5
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN CIENCIAS DE LA INFORMACION Y LAS COMUNICACIONES,POSGRADO,MAESTRIA,,21,18,125,,10,34
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN INGENIERIA- ENFASIS EN INGENIERIA ELECTRONICA,POSGRADO,MAESTRIA,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN INGENIERIA INDUSTRIAL,POSGRADO,MAESTRIA,,26,17,92,21,2,2
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN TELECOMUNICACIONES MOVILES,POSGRADO,MAESTRIA,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN TELEINFORMATICA,POSGRADO,MAESTRIA,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,NO_REGISTRA,,CICLO BASICO INGENIERIA,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,ADMINISTRACION AMBIENTAL,PREGRADO,ADMINISTRACION,320,118,85,718,192,52,8
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,ADMINISTRACION DEPORTIVA,PREGRADO,ADMINISTRACION,169,50,50,632,92,27,3
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,ESPECIALIZACION EN AMBIENTE Y DESARROLLO LOCAL,POSGRADO,ESPECIALIZACION,,47,,48,1,1,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,"ESPECIALIZACION EN DISENO DE VIAS URBANAS ,TRANSITO Y TRANSPORTE",POSGRADO,ESPECIALIZACION,,22,26,22,24,24,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,ESPECIALIZACION EN GERENCIA DE RECURSOS NATURALES,POSGRADO,ESPECIALIZACION,,51,53,50,85,84,5
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,INGENIERIA AMBIENTAL,PREGRADO,INGENIERIA,1357,107,107,817,139,26,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,INGENIERIA FORESTAL,PREGRADO,INGENIERIA,237,77,56,588,65,12,3
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,INGENIERIA SANITARIA,PREGRADO,INGENIERIA,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,INGENIERIA TOPOGRAFICA,PREGRADO,INGENIERIA,179,55,41,563,97,20,3
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,MAESTRA EN DESARROLLO SUSTENTABLE Y GESTION AMBIENTAL,POSGRADO,MAESTRIA,,29,15,73,,,4
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,"MAESTRIA EN MANEJO, USO Y CONSERVACION DEL BOSQUE",POSGRADO,MAESTRIA,,7,9,8,,,2
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,TECNOLOGIA EN ADMINISTRACION DEPORTIVA,PREGRADO,TECNOLOGIA,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,TECNOLOGIA EN GESTION AMBIENTAL Y SERVICIOS PUBLICOS,PREGRADO,TECNOLOGIA,380,116,81,742,265,56,1
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,TECNOLOGIA EN LEVANTAMIENTOS TOPOGRAFICOS,PREGRADO,TECNOLOGIA,285,110,78,587,108,24,18
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,TECNOLOGIA EN SANEAMIENTO AMBIENTAL,PREGRADO,TECNOLOGIA,317,105,78,776,260,53,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN CONTROL ELECTRONICO E INSTRUMENTACION,PREGRADO,INGENIERIA,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN DISENO Y CONSTRUCCION DE VIAS,PREGRADO,TECNOLOGIA,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN DISTRIBUCION Y REDES ELECTRICAS,PREGRADO,TECNOLOGIA,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN MECANICA,PREGRADO,TECNOLOGIA,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN REDES DE COMPUTADORES,PREGRADO,TECNOLOGIA,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA  EN SISTEMAS AVANZADOS DE PRODUCCION,PREGRADO,TECNOLOGIA,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN TELECOMUNICACIONES,PREGRADO,TECNOLOGIA,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERA CIVIL,PREGRADO,INGENIERIA,131,41,39,370,55,32,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERA CIVIL,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA DE PRODUCCION,PREGRADO,INGENIERIA,78,35,36,432,156,62,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA DE PRODUCCION,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA ELECTRICA,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA ELECTRICA,PREGRADO,INGENIERIA,95,35,35,262,29,7,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN CONTROL,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN CONTROL,PREGRADO,INGENIERIA,71,40,35,288,52,22,1
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN CONTROL ELECTRONICO E INSTRUMENTACION,PREGRADO,INGENIERIA,,,,42,32,7,1
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN DISTRIBUCION Y REDES ELECTRICAS,PREGRADO,INGENIERIA,,,,57,35,5,1
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN  TELECOMUNICACIONES,PREGRADO,INGENIERIA,123,40,37,349,98,36,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN TELEMATICA,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN TELEMATICA,PREGRADO,INGENIERIA,52,35,35,365,76,53,1
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA MECANICA,PREGRADO,INGENIERIA,106,37,36,335,147,27,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA MECANICA,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,MAESTRIA EN INGENIERIA CIVIL,POSGRADO,MAESTRIA,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN CONSTRUCCIONES CIVILES,PREGRADO,TECNOLOGIA,790,126,126,853,90,61,5
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN ELECTRICIDAD,PREGRADO,TECNOLOGIA,234,128,99,732,122,30,6
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN ELECTRONICA,PREGRADO,TECNOLOGIA,388,141,97,941,186,43,20
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN GESTION DE LA PRODUCCION INDUSTRIAL,PREGRADO,TECNOLOGIA,816,133,111,953,235,37,6
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN MECANICA INDUSTRIAL,PREGRADO,TECNOLOGIA,374,132,106,750,181,42,7
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN SISTEMAS ELECTRICOS DE MEDIA Y BAJA TENSION,PREGRADO,TECNOLOGIA,,,,,,,
2011,3,03/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN SISTEMATIZACION DE DATOS,PREGRADO,TECNOLOGIA,414,124,106,853,132,31,10
2011,3,03/01/2011 12:00:00 AM,VICERRECTORIA ACADEMICA,NO_REGISTRA,POSGRADO,PROYECTO ACADEMICO,,,,,,,
2011,3,03/01/2011 12:00:00 AM,VICERRECTORIA CONVENIOS,ARTES ESCENICAS,PREGRADO,ARTES,,,,,,,
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTE DANZARIO,PREGRADO,ARTES,182,36,35,61,,,
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTES ESCENICAS,PREGRADO,ARTES,,,4,406,38,,1
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTES MUSICALES,PREGRADO,ARTES,299,37,36,532,57,,16
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTES PLASTICAS Y VISUALES,PREGRADO,ARTES,533,36,36,420,118,,9
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE ARTES-ASAB,ESPECIALIZACION EN VOZ ESCENICA,POSGRADO,ARTES,,,,,,,
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE ARTES-ASAB,MAESTRIA EN ESTUDIOS ARTISTICOS,POSGRADO,MAESTRIA,,,,24,,,
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,DOCTORADO EN ESTUDIOS SOCIALES,POSGRADO,DOCTORADO,,,,,,,
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,DOCTORADO INTERINSTITUCIONAL EN EDUCACION,POSGRADO,DOCTORADO,,,1,,,,
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN CIENCIAS DE LA EDUCACION CON ENFASIS EN PSICOLINGUISTICA,POSGRADO,ESPECIALIZACION,,,,,,,
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN DESARROLLO HUMANO CON ENFASIS EN PROCESOS AFECTIVOS Y CREATIVIDAD,POSGRADO,ESPECIALIZACION,,19,23,66,9,14,14
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION EN TECNOLOGIA,POSGRADO,ESPECIALIZACION,,20,24,38,23,23,2
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION MATEMATICA,POSGRADO,ESPECIALIZACION,,,,15,14,11,6
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION PEDAGOGIA Y GESTION AMBIENTAL,POSGRADO,ESPECIALIZACION,,,,,,,
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION SEXUAL,POSGRADO,ESPECIALIZACION,,,6,,,,
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION Y GESTION AMBIENTAL,POSGRADO,ESPECIALIZACION,,20,22,45,26,7,17
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN GERENCIA DE PROYECTOS EDUCATIVOS INSTITUCIONALES,POSGRADO,ESPECIALIZACION,,20,23,44,14,24,6
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,"ESPECIALIZACION EN INFANCIA, CULTURA Y DESARROLLO",POSGRADO,ESPECIALIZACION,,31,32,49,38,7,16
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN LENGUAJE Y PEDAGOGIA DE PROYECTOS,POSGRADO,ESPECIALIZACION,,,,,,,1
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN METODOLOGIA Y APRENDIZAJE DEL ESPANOL COMO LENGUA MATERNA,POSGRADO,ESPECIALIZACION,,,,,,,
